CLASS,MFR,CAR LINE,DISPLACEMENT,NUMB CYL,TRANS,DRIVE SYS,INDEX NUMB,CITY MPG (GUIDE),HWY MPG (GUIDE),COMB MPG (GUIDE),UNRND CITY (EPA),UNRND HWY (EPA),UNRND COMP (EPA),FUEL TYPE,GUZLR,TURBO,SPCHGR,AVG 2D PASS VOL,AVG 2D LUGG VOL,AVG 4D PAS VOL,AVG 4D LUGG VOL,AVG HB PAS VOL,AVG HB LUGG VOL,ANL FL CST,ENG BLK TXT,TRANS DESC TXT,VLVS PER CYL,CLS,5C CODE
"VANS, CARGO TYPE",CHEVROLET,H1500 VAN CONV AWD,5.3,8,Auto(L4),4,831,12,16,14,15.3,22.1,17.7589,R,,,,,,,,,,2999,440-470,CLKUP ,2,14,DERIVED
"VANS, CARGO TYPE",CHEVROLET,H1500/2500 VAN AWD,5.3,8,Auto(L4),4,830,13,17,15,16.6,23.4,19.0973,R,,,,,,,,,,2801, ,CLKUP ,2,14,DERIVED
"VANS, CARGO TYPE",CHEVROLET,H1500/2500 VAN AWD,5.3,8,Auto(L4),4,832,10,12,11,12.2,16.9,13.9452,E,,,,,,,,,,3545,310-340,CLKUP ,2,14,DERIVED
"VANS, CARGO TYPE",CHEVROLET,H1500/2500 VAN AWD,5.3,8,Auto(L4),4,831,13,17,15,16.6,23.4,19.0973,R,,,,,,,,,,2801,440-470,CLKUP ,2,14,DERIVED
"VANS, CARGO TYPE",GMC,G15/25 SAVANA 2WD CARGO CONV,5.3,8,Auto(L4),R,835,12,16,14,15.3,22.2,17.7879,R,,,,,,,,,,2999, ,CLKUP ,2,14,DERIVED
"VANS, CARGO TYPE",GMC,G15/25 SAVANA 2WD CARGO CONV,5.3,8,Auto(L4),R,834,9,12,10,11.5,16.3,13.2567,E,,,,,,,,,,3900,310-340,CLKUP ,2,14,DERIVED
"VANS, CARGO TYPE",GMC,G15/25 SAVANA 2WD CARGO CONV,5.3,8,Auto(L4),R,833,12,16,14,15.3,22.2,17.7879,R,,,,,,,,,,2999,430-470,CLKUP ,2,14,DERIVED
"VANS, CARGO TYPE",GMC,G1500/2500 SAVANA 2WD CARGO,4.3,6,Auto(L4),R,817,15,20,17,18.5,27.6,21.723,R,,,,,,,,,,2470, ,CLKUP ,2,14,DERIVED
"VANS, CARGO TYPE",GMC,G1500/2500 SAVANA 2WD CARGO,5.3,8,Auto(L4),R,835,14,18,15,16.9,24.3,19.5837,R,,,,,,,,,,2801, ,CLKUP ,2,14,DERIVED
"VANS, CARGO TYPE",GMC,G1500/2500 SAVANA 2WD CARGO,5.3,8,Auto(L4),R,834,10,13,11,12.4,17.5,14.2716,E,,,,,,,,,,3545,310-340,CLKUP ,2,14,DERIVED
"VANS, CARGO TYPE",GMC,G1500/2500 SAVANA 2WD CARGO,5.3,8,Auto(L4),R,833,14,18,15,16.9,24.3,19.5837,R,,,,,,,,,,2801,430-470,CLKUP ,2,14,DERIVED
"VANS, CARGO TYPE",GMC,H1500 SAVANA AWD CARGO CONV,5.3,8,Auto(L4),4,830,12,16,14,15.3,22.1,17.7589,R,,,,,,,,,,2999, ,CLKUP ,2,14,DERIVED
"VANS, CARGO TYPE",GMC,H1500 SAVANA AWD CARGO CONV,5.3,8,Auto(L4),4,832,9,12,10,11.5,16.2,13.2268,E,,,,,,,,,,3900,310-340,CLKUP ,2,14,DERIVED
"VANS, CARGO TYPE",GMC,H1500 SAVANA AWD CARGO CONV,5.3,8,Auto(L4),4,831,12,16,14,15.3,22.1,17.7589,R,,,,,,,,,,2999,440-470,CLKUP ,2,14,DERIVED
"VANS, CARGO TYPE",GMC,H1500/2500 SAVANA CARGO AWD,5.3,8,Auto(L4),4,830,13,17,15,16.6,23.4,19.0973,R,,,,,,,,,,2801, ,CLKUP ,2,14,DERIVED
"VANS, CARGO TYPE",GMC,H1500/2500 SAVANA CARGO AWD,5.3,8,Auto(L4),4,832,10,12,11,12.2,16.9,13.9452,E,,,,,,,,,,3545,310-340,CLKUP ,2,14,DERIVED
"VANS, CARGO TYPE",GMC,H1500/2500 SAVANA CARGO AWD,5.3,8,Auto(L4),4,831,13,17,15,16.6,23.4,19.0973,R,,,,,,,,,,2801,440-470,CLKUP ,2,14,DERIVED
"VANS, PASSENGER TYPE",CHEVROLET,G1500/2500 EXPRESS 2WD,5.3,8,Auto(L4),R,835,12,16,14,15.3,22.2,17.7879,R,,,,,,,,,,2999, ,CLKUP ,2,15,DERIVED
"VANS, PASSENGER TYPE",CHEVROLET,G1500/2500 EXPRESS 2WD,5.3,8,Auto(L4),R,834,9,12,10,11.5,16.3,13.2567,E,,,,,,,,,,3900,310-340,CLKUP ,2,15,DERIVED
"VANS, PASSENGER TYPE",CHEVROLET,G1500/2500 EXPRESS 2WD,5.3,8,Auto(L4),R,833,12,16,14,15.3,22.2,17.7879,R,,,,,,,,,,2999,430-470,CLKUP ,2,15,DERIVED
"VANS, PASSENGER TYPE",CHEVROLET,H1500 EXPRESS AWD,5.3,8,Auto(L4),4,830,12,16,14,15.3,22.1,17.7589,R,,,,,,,,,,2999, ,CLKUP ,2,15,DERIVED
"VANS, PASSENGER TYPE",CHEVROLET,H1500 EXPRESS AWD,5.3,8,Auto(L4),4,832,9,12,10,11.5,16.2,13.2268,E,,,,,,,,,,3900,310-340,CLKUP ,2,15,DERIVED
"VANS, PASSENGER TYPE",CHEVROLET,H1500 EXPRESS AWD,5.3,8,Auto(L4),4,831,12,16,14,15.3,22.1,17.7589,R,,,,,,,,,,2999,440-470,CLKUP ,2,15,DERIVED
"VANS, PASSENGER TYPE",GMC,G1500/2500 SAVANA 2WD PASS,5.3,8,Auto(L4),R,835,12,16,14,15.3,22.2,17.7879,R,,,,,,,,,,2999, ,CLKUP ,2,15,DERIVED
"VANS, PASSENGER TYPE",GMC,G1500/2500 SAVANA 2WD PASS,5.3,8,Auto(L4),R,834,9,12,10,11.5,16.3,13.2567,E,,,,,,,,,,3900,310-340,CLKUP ,2,15,DERIVED
"VANS, PASSENGER TYPE",GMC,G1500/2500 SAVANA 2WD PASS,5.3,8,Auto(L4),R,833,12,16,14,15.3,22.2,17.7879,R,,,,,,,,,,2999,430-470,CLKUP ,2,15,DERIVED
"VANS, PASSENGER TYPE",GMC,H1500 SAVANA PASS VAN AWD,5.3,8,Auto(L4),4,830,12,16,14,15.3,22.1,17.7589,R,,,,,,,,,,2999, ,CLKUP ,2,15,DERIVED
"VANS, PASSENGER TYPE",GMC,H1500 SAVANA PASS VAN AWD,5.3,8,Auto(L4),4,832,9,12,10,11.5,16.2,13.2268,E,,,,,,,,,,3900,310-340,CLKUP ,2,15,DERIVED
"VANS, PASSENGER TYPE",GMC,H1500 SAVANA PASS VAN AWD,5.3,8,Auto(L4),4,831,12,16,14,15.3,22.1,17.7589,R,,,,,,,,,,2999,440-470,CLKUP ,2,15,DERIVED
MINIVAN - 2WD,BUICK,TERRAZA FWD,3.9,6,Auto(L4),F,3,16,23,19,19.9,32.5,24.1055,R,,,,,,,,,,2209, ,CLKUP ,2,20,DERIVED
MINIVAN - 2WD,CHEVROLET,UPLANDER FWD,3.9,6,Auto(L4),F,5,12,17,14,14.7,24.1,17.8294,E,,,,,,,,,,2785,240-420,CLKUP ,2,20,DERIVED
MINIVAN - 2WD,CHEVROLET,UPLANDER FWD,3.9,6,Auto(L4),F,4,16,23,19,19.9,32.5,24.1055,R,,,,,,,,,,2209,320-570,CLKUP ,2,20,DERIVED
MINIVAN - 2WD,CHEVROLET,UPLANDER FWD,3.9,6,Auto(L4),F,3,16,23,19,19.9,32.5,24.1055,R,,,,,,,,,,2209, ,CLKUP ,2,20,DERIVED
MINIVAN - 2WD,CHRYSLER,TOWN & COUNTRY 2WD,3.8,6,Auto(L6),F,822,16,23,18,19.7,31.9,23.7952,R,,,,,,,,,,2335, ,CMODE CLKUP ,4,20,DERIVED
MINIVAN - 2WD,CHRYSLER,TOWN & COUNTRY 2WD,4,6,Auto(L6),F,821,16,23,18,21.4,35.1,25.9596,R,,,,,,,,,,2335, ,CMODE CLKUP ,4,20,DERIVED
MINIVAN - 2WD,CHRYSLER,TOWN & COUNTRY 2WD,3.3,6,Auto(L4),F,825,17,24,19,20.8,33.0988,24.9763,R,,,,,,,,,,2209, ,CLKUP ,2,20,DERIVED
MINIVAN - 2WD,CHRYSLER,TOWN & COUNTRY 2WD,3.3,6,Auto(L4),F,824,11,17,13,14.2,22.9,17.1283,E,,,,,,,,,,2999,E85 260,CLKUP ,2,20,DERIVED
MINIVAN - 2WD,CHRYSLER,TOWN & COUNTRY 2WD,3.3,6,Auto(L4),F,823,17,24,19,20.8,33.0988,24.9763,R,,,,,,,,,,2209,GAS 380,CLKUP ,2,20,DERIVED
MINIVAN - 2WD,DODGE,CARAVAN 2WD,3.8,6,Auto(L6),F,822,16,23,18,19.7,31.9,23.7952,R,,,,,,,,,,2335, ,CMODE CLKUP ,4,20,DERIVED
MINIVAN - 2WD,DODGE,CARAVAN 2WD,4,6,Auto(L6),F,821,16,23,18,21.4,35.1,25.9596,R,,,,,,,,,,2335, ,CMODE CLKUP ,4,20,DERIVED
MINIVAN - 2WD,DODGE,CARAVAN 2WD,3.3,6,Auto(L4),F,825,17,24,19,20.8,33.0988,24.9763,R,,,,,,,,,,2209, ,CLKUP ,2,20,DERIVED
MINIVAN - 2WD,DODGE,CARAVAN 2WD,3.3,6,Auto(L4),F,824,11,17,13,14.2,22.9,17.1283,E,,,,,,,,,,2999,E85 260,CLKUP ,2,20,DERIVED
MINIVAN - 2WD,DODGE,CARAVAN 2WD,3.3,6,Auto(L4),F,823,17,24,19,20.8,33.0988,24.9763,R,,,,,,,,,,2209,GAS 380,CLKUP ,2,20,DERIVED
MINIVAN - 2WD,HONDA,ODYSSEY 2WD,3.5,6,Auto(L5),F,21,16,23,18,19.7,32.4,23.9191,R,,,,,,,,,,2335, ,CLKUP ,4,20,DERIVED
MINIVAN - 2WD,HONDA,ODYSSEY 2WD,3.5,6,Auto(L5),F,22,17,25,20,21.1,35.4,25.7877,R,,,,,,,,,,2100,VCM,CLKUP ,4,20,DERIVED
MINIVAN - 2WD,HYUNDAI,ENTOURAGE,3.8,6,Auto(L5),F,5,16,23,18,19.8,31.5,23.7736,R,,,,,,,,,,2335, ,2MODE CLKUP ,4,20,DERIVED
MINIVAN - 2WD,KIA,SEDONA,3.8,6,Auto(L5),F,4,16,23,18,19.8,31.5,23.7736,R,,,,,,,,,,2335, ,2MODE CLKUP ,4,20,DERIVED
MINIVAN - 2WD,MAZDA,MAZDA 5,2.3,4,Manual(M5),F,10,22,28,24,27.3,39.2,31.6194,R,,,,,,,,,,1751, ,,4,20,DERIVED
MINIVAN - 2WD,MAZDA,MAZDA 5,2.3,4,Auto(S5),F,10,21,27,23,26.4,38.1,30.6332,R,,,,,,,,,,1827, ,DC/FW,4,20,DERIVED
MINIVAN - 2WD,NISSAN,QUEST,3.5,6,Auto(L5),F,91,16,24,19,20.2869,32.7073,24.4681,P,,,,,,,,,,2367, ,CLKUP ,4,20,DERIVED
MINIVAN - 2WD,TOYOTA,SIENNA 2WD,3.5,6,Auto(L5),F,23,17,23,19,22.4004,34.0006,26.4632,R,,,,,,,,,,2209, ,CLKUP ,4,20,DERIVED
MINIVAN - 4WD,TOYOTA,SIENNA 4WD,3.5,6,Auto(L5),4,23,16,21,18,19.6,29.2,23.0032,R,,,,,,,,,,2335, ,CLKUP ,4,21,DERIVED
S.U.V. - 2WD,BUICK,ENCLAVE FWD,3.6,6,Auto(L6),F,1,16,24,19,20.1,33.5,24.5122,R,,,,,,,,,,2209, ,CLKUP ,4,22,DERIVED
S.U.V. - 2WD,CADILLAC,ESCALADE 2WD,6.2,8,Auto(L6),R,842,12,19,14,14.9,26.1,18.4658,P,,,,,,,,,,3213, ,CLKUP ,2,22,DERIVED
S.U.V. - 2WD,CADILLAC,ESCALADE ESV 2WD,6.2,8,Auto(L6),R,842,12,19,14,14.9,26.1,18.4658,P,,,,,,,,,,3213, ,CLKUP ,2,22,DERIVED
S.U.V. - 2WD,CADILLAC,SRX 2WD,3.6,6,Auto(S5),R,808,15,22,17,18.3,31,22.4362,R,,,,,,,,,,2470, ,CLKUP ,4,22,DERIVED
S.U.V. - 2WD,CADILLAC,SRX 2WD,4.6,8,Auto(S6),R,810,13,20,16,16.5,28.3,20.311,P,,,,,,,,,,2812, ,CLKUP ,4,22,DERIVED
S.U.V. - 2WD,CHEVROLET,C1500 AVALANCHE 2WD,5.3,8,Auto(L4),R,820,14,20,16,17.5,28.4,21.1534,R,,,,,,,,,,2625, ,CLKUP ,2,22,DERIVED
S.U.V. - 2WD,CHEVROLET,C1500 AVALANCHE 2WD,5.3,8,Auto(L4),R,824,11,15,12,13.3,20.6,15.8233,E,,,,,,,,,,3249,290-410,CLKUP ,2,22,DERIVED
S.U.V. - 2WD,CHEVROLET,C1500 AVALANCHE 2WD,5.3,8,Auto(L4),R,822,14,20,16,17.5,27.6,20.9499,R,,,,,,,,,,2625,390-540,CLKUP ,2,22,DERIVED
S.U.V. - 2WD,CHEVROLET,C1500 AVALANCHE 2WD,6,8,Auto(L4),R,840,12,17,14,15.3485,24.0474,18.3328,R,,,,,,,,,,2999, ,CLKUP ,2,22,DERIVED
S.U.V. - 2WD,CHEVROLET,C1500 SUBURBAN 2WD,5.3,8,Auto(L4),R,820,14,20,16,17.5,28.4,21.1534,R,,,,,,,,,,2625, ,CLKUP ,2,22,DERIVED
S.U.V. - 2WD,CHEVROLET,C1500 SUBURBAN 2WD,5.3,8,Auto(L4),R,824,11,15,12,13.3,20.6,15.8233,E,,,,,,,,,,3249,290-410,CLKUP ,2,22,DERIVED
S.U.V. - 2WD,CHEVROLET,C1500 SUBURBAN 2WD,5.3,8,Auto(L4),R,822,14,20,16,17.5,27.6,20.9499,R,,,,,,,,,,2625,390-540,CLKUP ,2,22,DERIVED
S.U.V. - 2WD,CHEVROLET,C1500 SUBURBAN 2WD,6,8,Auto(L4),R,840,12,17,14,15.3485,24.0474,18.3328,R,,,,,,,,,,2999, ,CLKUP ,2,22,DERIVED
S.U.V. - 2WD,CHEVROLET,C1500 TAHOE 2WD,4.8,8,Auto(L4),R,815,14,19,16,16.9,26.4,20.1654,R,,,,,,,,,,2625, ,CLKUP ,2,22,DERIVED
S.U.V. - 2WD,CHEVROLET,C1500 TAHOE 2WD,5.3,8,Auto(L4),R,820,14,20,16,17.5,28.4,21.1534,R,,,,,,,,,,2625, ,CLKUP ,2,22,DERIVED
S.U.V. - 2WD,CHEVROLET,C1500 TAHOE 2WD,5.3,8,Auto(L4),R,824,11,15,12,13.3,20.6,15.8233,E,,,,,,,,,,3249,290-410,CLKUP ,2,22,DERIVED
S.U.V. - 2WD,CHEVROLET,C1500 TAHOE 2WD,5.3,8,Auto(L4),R,822,14,20,16,17.5,27.6,20.9499,R,,,,,,,,,,2625,390-540,CLKUP ,2,22,DERIVED
S.U.V. - 2WD,CHEVROLET,C1500 TAHOE 2WD,6.2,8,Auto(L6),R,842,12,19,14,14.9,26.1,18.4658,P,,,,,,,,,,3213, ,CLKUP ,2,22,DERIVED
S.U.V. - 2WD,CHEVROLET,C1500 TAHOE HYBRID 2WD,6,8,Auto(AV),R,870,21,22,21,26.8,30.1459,28.2089,R,,,,,,,,,,1999, ,CLKUP ,2,22,DERIVED
S.U.V. - 2WD,CHEVROLET,EQUINOX FWD,3.6,6,Auto(S6),F,114,16,24,19,20.1,33.5,24.5122,R,,,,,,,,,,2209, ,CLKUP ,4,22,DERIVED
S.U.V. - 2WD,CHEVROLET,EQUINOX FWD,3.4,6,Auto(L5),F,28,17,24,19,20.8,33.1,24.9766,R,,,,,,,,,,2209, ,3MODE CLKUP ,2,22,DERIVED
S.U.V. - 2WD,CHEVROLET,HHR FWD,2.2,4,Auto(L4),F,42,22,30,25,27.5916,42.0963,32.6548,R,,,,,,,,,,1680, ,CLKUP ,4,22,DERIVED
S.U.V. - 2WD,CHEVROLET,HHR FWD,2.2,4,Manual(M5),F,43,21,30,24,26,41.8,31.3289,R,,,,,,,,,,1751, ,SIL ,4,22,DERIVED
S.U.V. - 2WD,CHEVROLET,HHR FWD,2.4,4,Auto(L4),F,44,22,28,24,27.3,39.6,31.7358,P,,,,,,,,,,1876, ,CLKUP ,4,22,DERIVED
S.U.V. - 2WD,CHEVROLET,HHR FWD,2.4,4,Manual(M5),F,45,20,28,23,25.3,39.9,30.2871,P,,,,,,,,,,1958, ,,4,22,DERIVED
S.U.V. - 2WD,CHEVROLET,HHR FWD,2,4,Auto(L4),F,78,19,28,22,23.9,39.9,29.1624,R,,T,,,,,,,,1911, ,CLKUP ,4,22,DERIVED
S.U.V. - 2WD,CHEVROLET,HHR FWD,2,4,Manual(M5),F,79,21,29,24,26.6996,40.5,31.5351,R,,T,,,,,,,,1751, ,,4,22,DERIVED
S.U.V. - 2WD,CHEVROLET,HHR PANEL FWD,2.2,4,Auto(L4),F,46,22,30,25,27.8,42.2,32.8432,R,,,,,,,,,,1680, ,CLKUP ,4,22,DERIVED
S.U.V. - 2WD,CHEVROLET,HHR PANEL FWD,2.2,4,Manual(M5),F,47,20,30,24,25.9,41.6,31.1985,R,,,,,,,,,,1751, ,SIL ,4,22,DERIVED
S.U.V. - 2WD,CHEVROLET,HHR PANEL FWD,2.4,4,Auto(L4),F,48,22,28,24,27.3,39.7,31.7647,P,,,,,,,,,,1876, ,CLKUP ,4,22,DERIVED
S.U.V. - 2WD,CHEVROLET,HHR PANEL FWD,2.4,4,Manual(M5),F,49,20,29,23,25.4,40.1,30.4178,P,,,,,,,,,,1958, ,,4,22,DERIVED
S.U.V. - 2WD,CHEVROLET,TRAILBLAZER 2WD,4.2,6,Auto(L4),R,818,14,20,16,17.6,28,21.1321,R,,,,,,,,,,2625, ,CLKUP ,4,22,DERIVED
S.U.V. - 2WD,CHEVROLET,TRAILBLAZER 2WD,5.3,8,Auto(L4),R,820,14,20,17,17.7,28.3,21.2881,R,,,,,,,,,,2470, ,CLKUP ,2,22,DERIVED
S.U.V. - 2WD,CHEVROLET,TRAILBLAZER 2WD,6,8,Auto(L4),R,838,12,16,14,14.9,22.5,17.5708,P,,,,,,,,,,3213, ,CLKUP ,2,22,DERIVED
S.U.V. - 2WD,CHRYSLER,ASPEN 2WD,5.7,8,Auto(L5),R,7,13,19,15,16.3,25.6,19.4854,R,,,,,,,,,,2801, ,CLKUP ,1,22,DERIVED
S.U.V. - 2WD,CHRYSLER,ASPEN 2WD,4.7,8,Auto(L5),R,712,14,19,15,16.7,25.6,19.7972,R,,,,,,,,,,2801, ,CLKUP ,2,22,DERIVED
S.U.V. - 2WD,CHRYSLER,ASPEN 2WD,4.7,8,Auto(L5),R,312,9,12,10,11,16.5,12.9412,E,,,,,,,,,,3900,E85 240,CLKUP ,2,22,DERIVED
S.U.V. - 2WD,CHRYSLER,ASPEN 2WD,4.7,8,Auto(L5),R,812,14,19,15,16.7,25.6,19.7972,R,,,,,,,,,,2801,GAS 330,CLKUP ,2,22,DERIVED
S.U.V. - 2WD,CHRYSLER,PACIFICA FWD,4,6,Auto(L6),F,819,15,23,17,18.1,31.5,22.3852,R,,,,,,,,,,2470, ,CMODE CLKUP ,4,22,DERIVED
S.U.V. - 2WD,CHRYSLER,PACIFICA FWD,3.8,6,Auto(L4),F,818,15,22,18,19,30.3,22.8316,R,,,,,,,,,,2335, ,CLKUP ,2,22,DERIVED
S.U.V. - 2WD,CHRYSLER,PT CRUISER,2.4,4,Auto(L4),F,601,18,24,21,23,34.1,26.9473,P,,T,,,,,,,,2142, ,CLKUP ,4,22,DERIVED
S.U.V. - 2WD,CHRYSLER,PT CRUISER,2.4,4,Auto(L4),F,600,19,24,21,23.7,34.1,27.4701,R,,,,,,,,,,1999, ,CLKUP ,4,22,DERIVED
S.U.V. - 2WD,CHRYSLER,PT CRUISER,2.4,4,Manual(M5),F,601,20,25,22,25.2,34.9,28.8024,P,,T,,,,,,,,2048, ,,4,22,DERIVED
S.U.V. - 2WD,CHRYSLER,PT CRUISER,2.4,4,Manual(M5),F,600,21,26,23,26.5499,36.6858,30.3195,R,,,,,,,,,,1827, ,,4,22,DERIVED
S.U.V. - 2WD,DODGE,DURANGO 2WD,5.7,8,Auto(L5),R,7,13,19,15,16.3,25.6,19.4854,R,,,,,,,,,,2801, ,CLKUP ,1,22,DERIVED
S.U.V. - 2WD,DODGE,DURANGO 2WD,3.7,6,Auto(L4),R,560,14,19,16,17.7,26.9,20.9196,R,,,,,,,,,,2625, ,CLKUP ,2,22,DERIVED
S.U.V. - 2WD,DODGE,DURANGO 2WD,4.7,8,Auto(L5),R,712,14,19,15,16.7,25.6,19.7972,R,,,,,,,,,,2801, ,CLKUP ,2,22,DERIVED
S.U.V. - 2WD,DODGE,DURANGO 2WD,4.7,8,Auto(L5),R,312,9,12,10,11,16.5,12.9412,E,,,,,,,,,,3900,E85 240,CLKUP ,2,22,DERIVED
S.U.V. - 2WD,DODGE,DURANGO 2WD,4.7,8,Auto(L5),R,812,14,19,15,16.7,25.6,19.7972,R,,,,,,,,,,2801,GAS 330,CLKUP ,2,22,DERIVED
S.U.V. - 2WD,DODGE,MAGNUM,5.7,8,Auto(L5),R,910,15,23,18,18.8952,31.2843,22.9927,R,,,,,,,,,,2335, ,CMODE ,1,22,DERIVED
S.U.V. - 2WD,DODGE,MAGNUM,2.7,6,Auto(L4),R,912,18,26,21,23.1,35.8989,27.5143,R,,,,,,,,,,1999, ,CMODE ,4,22,DERIVED
S.U.V. - 2WD,DODGE,MAGNUM,3.5,6,Auto(L4),R,916,17,24,20,21.5,34.2,25.8136,R,,,,,,,,,,2100, ,CMODE ,4,22,DERIVED
S.U.V. - 2WD,DODGE,MAGNUM,3.5,6,Auto(L5),R,917,17,24,20,20.9,34.1,25.3086,R,,,,,,,,,,2100, ,CMODE ,4,22,DERIVED
S.U.V. - 2WD,DODGE,MAGNUM,6.1,8,Auto(L5),R,919,13,18,15,15.8,25.3,19.0126,P,,,,,,,,,,3002, ,CMODE ,1,22,DERIVED
S.U.V. - 2WD,DODGE,NITRO 2WD,3.7,6,Auto(L4),R,452,16,22,18,19.8,30.5,23.5118,R,,,,,,,,,,2335, ,CLKUP ,2,22,DERIVED
S.U.V. - 2WD,DODGE,NITRO 2WD,3.7,6,Manual(M6),R,455,16,22,19,20.4,31.1,24.137,R,,,,,,,,,,2209, ,CLKUP ,2,22,DERIVED
S.U.V. - 2WD,DODGE,NITRO 2WD,4,6,Auto(L5),R,456,16,21,18,19.9,29.2,23.2293,R,,,,,,,,,,2335, ,CLKUP ,4,22,DERIVED
S.U.V. - 2WD,FORD,EDGE FWD,3.5,6,Auto(L6),F,730,16,24,19,20.3489,32.8574,24.5556,R,,,,,,,,,,2209, ,CLKUP ,4,22,DERIVED
S.U.V. - 2WD,FORD,ESCAPE FWD,2.3,4,Auto(L4),F,600,20,26,22,25.4,35.9,29.2497,R,,,,,,,,,,1911, ,CLKUP ,4,22,DERIVED
S.U.V. - 2WD,FORD,ESCAPE FWD,2.3,4,Manual(M5),F,602,22,28,24,27.7,39.2,31.913,R,,,,,,,,,,1751, ,,4,22,DERIVED
S.U.V. - 2WD,FORD,ESCAPE FWD,3,6,Auto(L4),F,604,18,24,20,22.4,33.7,26.3806,R,,,,,,,,,,2100, ,CLKUP ,4,22,DERIVED
S.U.V. - 2WD,FORD,ESCAPE HYBRID FWD,2.3,4,Auto(AV),F,605,34,30,32,45.6,41.6,43.7088,R,,,,,,,,,,1310, ,VLKUP ,4,22,DERIVED
S.U.V. - 2WD,FORD,EXPEDITION 2WD,5.4,8,Auto(L6),R,804,12,18,14,15.3,24.9,18.5117,R,,,,,,,,,,2999, ,CLKUP ,3,22,DERIVED
S.U.V. - 2WD,FORD,EXPLORER 2WD,4,6,Auto(L5),R,704,14,20,16,17.3,27.8,20.8425,R,,,,,,,,,,2625, ,CLKUP ,2,22,DERIVED
S.U.V. - 2WD,FORD,EXPLORER 2WD,4.6,8,Auto(L6),R,706,13,20,16,16.4,27.2,19.9678,R,,,,,,,,,,2625, ,CLKUP ,3,22,DERIVED
S.U.V. - 2WD,FORD,TAURUS X FWD,3.5,6,Auto(L6),F,312,16,24,19,20.3489,32.8574,24.5556,R,,,,,,,,,,2209, ,CLKUP ,4,22,DERIVED
S.U.V. - 2WD,GMC,ACADIA FWD,3.6,6,Auto(L6),F,1,16,24,19,20.1,33.5,24.5122,R,,,,,,,,,,2209, ,CLKUP ,4,22,DERIVED
S.U.V. - 2WD,GMC,C1500 YUKON 2WD,4.8,8,Auto(L4),R,815,14,19,16,16.9,26.4,20.1654,R,,,,,,,,,,2625, ,CLKUP ,2,22,DERIVED
S.U.V. - 2WD,GMC,C1500 YUKON 2WD,5.3,8,Auto(L4),R,820,14,20,16,17.5,28.4,21.1534,R,,,,,,,,,,2625, ,CLKUP ,2,22,DERIVED
S.U.V. - 2WD,GMC,C1500 YUKON 2WD,5.3,8,Auto(L4),R,824,11,15,12,13.3,20.6,15.8233,E,,,,,,,,,,3249,290-410,CLKUP ,2,22,DERIVED
S.U.V. - 2WD,GMC,C1500 YUKON 2WD,5.3,8,Auto(L4),R,822,14,20,16,17.5,27.6,20.9499,R,,,,,,,,,,2625,390-540,CLKUP ,2,22,DERIVED
S.U.V. - 2WD,GMC,C1500 YUKON 2WD,6.2,8,Auto(L6),R,842,12,19,14,14.9,26.1,18.4658,P,,,,,,,,,,3213, ,CLKUP ,2,22,DERIVED
S.U.V. - 2WD,GMC,C1500 YUKON HYBRID 2WD,6,8,Auto(AV),R,870,21,22,21,26.8,30.1459,28.2089,R,,,,,,,,,,1999, ,CLKUP ,2,22,DERIVED
S.U.V. - 2WD,GMC,C1500 YUKON XL 2WD,5.3,8,Auto(L4),R,820,14,20,16,17.5,28.4,21.1534,R,,,,,,,,,,2625, ,CLKUP ,2,22,DERIVED
S.U.V. - 2WD,GMC,C1500 YUKON XL 2WD,5.3,8,Auto(L4),R,824,11,15,12,13.3,20.6,15.8233,E,,,,,,,,,,3249,290-410,CLKUP ,2,22,DERIVED
S.U.V. - 2WD,GMC,C1500 YUKON XL 2WD,5.3,8,Auto(L4),R,822,14,20,16,17.5,27.6,20.9499,R,,,,,,,,,,2625,390-540,CLKUP ,2,22,DERIVED
S.U.V. - 2WD,GMC,C1500 YUKON XL 2WD,6,8,Auto(L4),R,840,12,17,14,15.3485,24.0474,18.3328,R,,,,,,,,,,2999, ,CLKUP ,2,22,DERIVED
S.U.V. - 2WD,GMC,C1500 YUKON XL 2WD,6.2,8,Auto(L6),R,842,12,19,14,14.9,26.1,18.4658,P,,,,,,,,,,3213, ,CLKUP ,2,22,DERIVED
S.U.V. - 2WD,GMC,ENVOY 2WD,4.2,6,Auto(L4),R,818,14,20,16,17.6,28,21.1321,R,,,,,,,,,,2625, ,CLKUP ,4,22,DERIVED
S.U.V. - 2WD,GMC,ENVOY 2WD,5.3,8,Auto(L4),R,820,14,20,17,17.7,28.3,21.2881,R,,,,,,,,,,2470, ,CLKUP ,2,22,DERIVED
S.U.V. - 2WD,HONDA,CR-V 2WD,2.4,4,Auto(L5),F,17,20,27,23,25.3,37.8,29.7231,R,,,,,,,,,,1827, ,CLKUP ,4,22,DERIVED
S.U.V. - 2WD,HONDA,ELEMENT 2WD,2.4,4,Auto(L5),F,18,20,25,22,24.8,34.3,28.3311,R,,,,,,,,,,1911, ,CLKUP ,4,22,DERIVED
S.U.V. - 2WD,HONDA,ELEMENT 2WD,2.4,4,Manual(M5),F,18,18,23,20,23.2,31.9,26.4456,R,,,,,,,,,,2100, ,,4,22,DERIVED
S.U.V. - 2WD,HONDA,PILOT 2WD,3.5,6,Auto(L5),F,23,16,22,18,19.7,31,23.5655,R,,,,,,,,,,2335,VCM,CLKUP ,4,22,DERIVED
