Class,Manufacturer,carline name,displ,cyl,trans,drv,cty,hwy,cmb,ucty,uhwy,ucmb,fl,G,T,S,2pv,2lv,4pv,4lv,hpv,hlv,fcost,eng dscr,trans dscr
SPECIAL PURPOSE VEHICLE 4WD,MITSUBISHI,MITSUBISHI MONTERO,3.0,6,Manual(M5),4,16,18,17,17.3,23.2,19.5357,R,,,,,,,,,,1102,SOHC,
SPECIAL PURPOSE VEHICLE 4WD,MITSUBISHI,MITSUBISHI MONTERO,3.5,6,Auto(L4),4,16,19,17,17.444,24.8678,20.1511,R,,,,,,,,,,1102,SOHC,
SPECIAL PURPOSE VEHICLE 4WD,MITSUBISHI,MITSUBISHI MONTERO SPORT 4WD,3.0,6,Auto(L4),4,18,21,19,20.2052,26.4596,22.6102,R,,,,,,,,,,986,SOHC,
SPECIAL PURPOSE VEHICLE 4WD,MITSUBISHI,MITSUBISHI MONTERO SPORT 4WD,3.0,6,Manual(M5),4,17,20,18,18.959,25.6941,21.4944,R,,,,,,,,,,1042,SOHC,
SPECIAL PURPOSE VEHICLE 4WD,MITSUBISHI,MITSUBISHI NATIVA 4WD,3.0,6,Auto(L4),4,18,21,19,20.3472,26.7049,22.7886,R,,,,,,,,,,986,SOHC,
SPECIAL PURPOSE VEHICLE 4WD,MITSUBISHI,MITSUBISHI NATIVA 4WD,3.0,6,Manual(M5),4,17,20,18,18.959,25.6941,21.4944,R,,,,,,,,,,1042,SOHC,
SPECIAL PURPOSE VEHICLE 4WD,NISSAN,PATHFINDER 4WD,3.3,6,Auto(L4),4,15,19,16,16.7,23.7674,19.2799,R,,,,,,,,,,1172,,2LKUP
SPECIAL PURPOSE VEHICLE 4WD,NISSAN,PATHFINDER 4WD,3.3,6,Manual(M5),4,16,18,17,17.9,22.5,19.7137,R,,,,,,,,,,1102,,
SPECIAL PURPOSE VEHICLE 4WD,OLDSMOBILE,BRAVADA AWD,4.3,6,Auto(L4),4,16,20,17,17.2626,25.7585,20.2713,R,,,,,,,,,,1102,,CLKUP
SPECIAL PURPOSE VEHICLE 4WD,SUBARU,FORESTER AWD,2.5,4,Auto(L4),4,21,26,23,22.9259,33.0954,26.6047,R,,,,,,95,33,,,816,,
SPECIAL PURPOSE VEHICLE 4WD,SUBARU,FORESTER AWD,2.5,4,Manual(M5),4,21,27,23,23.4373,34.3452,27.3454,R,,,,,,95,33,,,816,,
SPECIAL PURPOSE VEHICLE 4WD,SUZUKI,SIDEKICK 2DOOR 4WD,1.6,4,Auto(L3),4,23,24,24,25.6,31.4,27.9208,R,,,,,,,,,,782,,
SPECIAL PURPOSE VEHICLE 4WD,SUZUKI,SIDEKICK 2DOOR 4WD,1.6,4,Manual(M5),4,24,26,25,26.3,33,28.9445,R,,,,,,,,,,750,,
SPECIAL PURPOSE VEHICLE 4WD,SUZUKI,SIDEKICK 4DOOR 4WD,1.6,4,Auto(L4),4,22,26,23,24.2785,33.12,27.5933,R,,,,,,,,,,816,,2MODE 2LKUP
SPECIAL PURPOSE VEHICLE 4WD,SUZUKI,SIDEKICK 4DOOR 4WD,1.6,4,Manual(M5),4,23,26,24,25.6042,33.3655,28.5977,R,,,,,,,,,,782,,
SPECIAL PURPOSE VEHICLE 4WD,SUZUKI,SIDEKICK SPORT 4WD,1.8,4,Auto(L4),4,21,24,23,23.7684,31.1723,26.6128,R,,,,,,,,,,816,,2MODE 2LKUP
SPECIAL PURPOSE VEHICLE 4WD,SUZUKI,SIDEKICK SPORT 4WD,1.8,4,Manual(M5),4,23,25,24,25.1,31.8,27.729,R,,,,,,,,,,782,,
SPECIAL PURPOSE VEHICLE 4WD,TOYOTA,4RUNNER 4WD,2.7,4,Auto(L4),4,19,22,20,20.6699,27.7348,23.346,R,,,,,,,,,,938,,2MODE CLKUP
SPECIAL PURPOSE VEHICLE 4WD,TOYOTA,4RUNNER 4WD,2.7,4,Manual(M5),4,17,21,19,19.0649,27.1321,22.0098,R,,,,,,,,,,986,,
SPECIAL PURPOSE VEHICLE 4WD,TOYOTA,4RUNNER 4WD,3.4,6,Auto(L4),4,17,20,18,18.6,25,21.0217,R,,,,,,,,,,1042,,2MODE 2LKUP
SPECIAL PURPOSE VEHICLE 4WD,TOYOTA,4RUNNER 4WD,3.4,6,Manual(M5),4,16,19,17,18.1259,24.2461,20.4486,R,,,,,,,,,,1102,,
SPECIAL PURPOSE VEHICLE 4WD,TOYOTA,LAND CRUISER WAGON 4WD,4.7,8,Auto(L4),4,14,16,15,15.2,21,17.3573,R,,,,,,,,,,1251,,2MODE 2LKUP
SPECIAL PURPOSE VEHICLE 4WD,TOYOTA,RAV4 4WD,2.0,4,Auto(L4),4,22,26,24,24.2698,33.7984,27.7962,R,,,,,,,,,,782,,2MODE 2LKUP
SPECIAL PURPOSE VEHICLE 4WD,TOYOTA,RAV4 4WD,2.0,4,Manual(M5),4,22,26,24,24.8459,33.2456,28.0332,R,,,,,,,,,,782,,
SPECIAL PURPOSE VEHICLE 4WD,TOYOTA,RAV4 SOFT TOP 4WD,2.0,4,Auto(L4),4,23,26,24,25.1,33.4,28.2602,R,,,,,,,,,,782,,2MODE 2LKUP
SPECIAL PURPOSE VEHICLE 4WD,TOYOTA,RAV4 SOFT TOP 4WD,2.0,4,Manual(M5),4,22,26,24,24.9,33.4,28.1204,R,,,,,,,,,,782,,
